id,pedido_disur,pedido_exfarma,requisicion,lote,clave,descripcion,marca_disur,marca_exfarma,unidad,cantidad,precio_disur,precio_exfarma,tipo,cause
1011,NULL,P-16-0007,301,474,060.168.9441,"SONDA PARA DRENAJE EN FORMA DE T. DE LATEX. MODELO :KEHR. CALIBRE 18 FR. PIEZA.""",NULL,ADEX,PIEZA.,1,NULL,281.76,2,0
1012,NULL,P-16-0007,301,486,060.168.9482,"SONDA PARA DRENAJE URINARIO. DE LÁTEX CON GLOBO DE AUTORRETENCIÓN DE 3 ML CON VÁLVULA PARA JERINGA. ESTÉRIL Y DESECHABLE. TIPO: FOLEY DE DOS VÍAS. CALIBRE: 10 FR. PIEZA""",NULL,ADEX,PIEZA,1,NULL,75.06,2,0
1013,NULL,P-16-0007,301,484,060.168.9599,"SONDA PARA DRENAJE URINARIO, DE LATEX, ESTERIL Y DESECHABLE, CON GLOBO DE AUTORRETENCION DE 5 ML. CON VALVULA PARA JERINGA. MODELO FOLEY (DE DOS VIAS) CAL. 8 FR. PIEZA.""",NULL,GHO,PIEZA.,1,NULL,145.25,2,0
1014,NULL,P-16-0007,301,485,060.168.9607,"SONDA PARA DRENAJE URINARIO, DE LATEX, ESTERIL Y DESECHABLE, CON GLOBO DE AUTORRETENCION DE 5 ML. CON VALVULA PARA JERINGA. MODELO FOLEY(DE DOS VIAS) CAL. 10 FR. PIEZA.""",NULL,GENERICO,PIEZA.,1,NULL,145.26,2,0
1015,NULL,P-16-0007,301,482,060.168.9615,"SONDA PARA DRENAJE URINARIO, DE LÁTEX, ESTÉRIL Y DESECHABLE, CON GLOBO DE AUTORRETENCIÓN DE 5 ML. CON VÁLVULA PARA JERINGA, MODELO FOLEY (DE DOS VIAS) CAL.12 FR. PIEZA.""",NULL,GHO,PIEZA.,1,NULL,20.37,2,0
1016,NULL,P-16-0007,301,483,060.168.9623,"SONDA PARA DRENAJE URINARIO, DE LÁTEX, ESTÉRIL Y DESECHABLE, CON GLOBO DE AUTORRETENCIÓN DE 5 ML. CON VÁLVULA PARA JERINGA, MODELO FOLEY (DE DOS VIAS) CAL.14 FR. PIEZA.""",NULL,GHO,PIEZA.,1,NULL,20.37,2,0
1017,NULL,P-16-0007,301,480,060.168.9631,"SONDA PARA DRENAJE URINARIO, DE LÁTEX, ESTÉRIL Y DESECHABLE, CON GLOBO DE AUTORRETENCIÓN DE 5 ML. CON VÁLVULA PARA JERINGA, MODELO FOLEY (DE DOS VIAS) CAL. 16 FR. PIEZA.""",NULL,GHO,PIEZA.,1,NULL,20.37,2,0
1018,NULL,P-16-0007,301,481,060.168.9649,"SONDA PARA DRENAJE URINARIO, DE LÁTEX, ESTÉRIL Y DESECHABLE, CON GLOBO DE AUTORRETENCIÓN DE 5 ML. CON VÁLVULA PARA JERINGA, MODELO FOLEY (DE DOS VIAS) CAL. 18 FR. PIEZA.""",NULL,NAN,PIEZA.,1,NULL,20.37,2,0
1019,NULL,P-16-0007,301,497,060.168.9656,"SONDA PARA DRENAJE URINARIO. DE LÁTEX, ESTÉRILES Y DESECHABLES, CON GLOBO DE AUTORRETENCIÓN DE 5 ML CON VÁLVULA PARA JERINGA. MODELO: FOLEY (DE DOS VÍAS). CALIBRE 20. PIEZA.""",NULL,GHO,PIEZA.,1,NULL,20.37,2,0
1020,NULL,P-16-0007,301,499,060.168.9664,"SONDA PARA DRENAJE URINARIO. DE LÁTEX, ESTÉRILES Y DESECHABLES, CON GLOBO DE AUTORRETENCIÓN DE 5 ML CON VÁLVULA PARA JERINGA.MODELO:FOLEY (DE DOS VÍAS) CAL. 22. FR. PIEZA.""",NULL,GHO,PIEZA.,1,NULL,20.37,2,0
1021,NULL,P-16-0007,301,498,060.168.9672,"SONDA PARA DRENAJE URINARIO. DE LÁTEX, ESTÉRILES Y DESECHABLES, CON GLOBO DE AUTORRETENCIÓN DE 5 ML CON VÁLVULA PARA JERINGA.MODELO: FOLEY ( DOS VÍAS) CAL. 24. FR. PIEZA.""",NULL,GHO,PIEZA.,1,NULL,20.37,2,0
1022,NULL,P-16-0007,301,487,060.168.9730,"SONDA PARA DRENAJE URINARIO. DE LÁTEX, ESTÉRILES Y DESECHABLES, CON GLOBO DE AUTORRETENCIÓN DE 30 ML CON VÁLVULA PARA JERINGA. MODELO: FOLEY (DE DOS VÍAS). CAL.12. PIEZA.""",NULL,GHO,PIEZA.,1,NULL,25.47,2,0
1023,NULL,P-16-0007,301,488,060.168.9748,"SONDA PARA DRENAJE URINARIO. DE LÁTEX, ESTÉRILES Y DESECHABLES, CON GLOBO DE AUTORRETENCIÓN DE 30 ML CON VÁLVULA PARA JERINGA. MODELO: FOLEY (DE DOS VÍAS). CAL.14. PIEZA.""",NULL,GHO,PIEZA.,1,NULL,25.47,2,0
1024,NULL,P-16-0007,301,489,060.168.9755,"SONDA PARA DRENAJE URINARIO. DE LÁTEX, ESTÉRILES Y DESECHABLES, CON GLOBO DE AUTORRETENCIÓN DE 30 ML CON VÁLVULA PARA JERINGA. MODELO: FOLEY (DE DOS VÍAS). CAL.16. PIEZA.""",NULL,GHO,PIEZA.,1,NULL,25.47,2,0
1025,NULL,P-16-0007,301,490,060.168.9763,"SONDA PARA DRENAJE URINARIO. DE LÁTEX, ESTÉRILES Y DESECHABLES, CON GLOBO DE AUTORRETENCIÓN DE 30 ML CON VÁLVULA PARA JERINGA. MODELO: FOLEY (DE DOS VÍAS). CAL.18. PIEZA.""",NULL,GHO,PIEZA.,1,NULL,25.47,2,0
1026,NULL,P-16-0007,301,491,060.168.9771,"SONDA PARA DRENAJE URINARIO. DE LÁTEX, ESTÉRILES Y DESECHABLES, CON GLOBO DE AUTORRETENCIÓN DE 30 ML CON VÁLVULA PARA JERINGA. MODELO: FOLEY (DE DOS VÍAS). CAL.20. PIEZA.""",NULL,GHO,PIEZA.,1,NULL,25.47,2,0
1027,NULL,P-16-0007,301,492,060.168.9789,"SONDA PARA DRENAJE URINARIO. DE LÁTEX, ESTÉRILES Y DESECHABLES, CON GLOBO DE AUTORRETENCIÓN DE 30 ML CON VÁLVULA PARA JERINGA. MODELO: FOLEY (DE DOS VÍAS). CAL.22. PIEZA.""",NULL,GHO,PIEZA.,1,NULL,25.48,2,0
1028,NULL,P-16-0007,301,493,060.168.9797,"SONDA PARA DRENAJE URINARIO. DE LÁTEX, ESTÉRILES Y DESECHABLES, CON GLOBO DE AUTORRETENCIÓN DE 30 ML CON VÁLVULA PARA JERINGA. MODELO: FOLEY (DE DOS VÍAS). CAL.24. PIEZA.""",NULL,GHO,PIEZA.,1,NULL,25.48,2,0
1029,NULL,P-16-0007,301,494,060.168.9805,"SONDA PARA DRENAJE URINARIO. DE LÁTEX, ESTÉRILES Y DESECHABLES, CON GLOBO DE AUTORRETENCIÓN DE 30 ML CON VÁLVULA PARA JERINGA. MODELO: FOLEY (DE DOS VÍAS). CAL.26. PIEZA.""",NULL,GHO,PIEZA.,1,NULL,37.09,2,0
1030,NULL,P-16-0007,301,495,060.168.9813,"SONDA PARA DRENAJE URINARIO. DE LÁTEX, ESTÉRILES Y DESECHABLES, CON GLOBO DE AUTORRETENCIÓN DE 30 ML CON VÁLVULA PARA JERINGA. MODELO: FOLEY (DE DOS VÍAS). CAL.28. PIEZA.""",NULL,GHO,PIEZA.,1,NULL,37.09,2,0
1031,NULL,P-16-0007,301,496,060.168.9821,"SONDA PARA DRENAJE URINARIO. DE LÁTEX, ESTÉRILES Y DESECHABLES, CON GLOBO DE AUTORRETENCIÓN DE 30 ML CON VÁLVULA PARA JERINGA. MODELO: FOLEY (DE DOS VÍAS). CAL.30. PIEZA.""",NULL,GHO,PIEZA.,1,NULL,37.09,2,0
1032,NULL,P-16-0007,301,463,060.168.9896,"SONDA GASTROINTESTINAL DESE DESECHABLE Y CON MARCA OPACA A LOS RAYOS ""X"" MODELO LEVIN. LEVIN CAL.14 FR. PIEZA.",NULL,ULTRATEC,PIEZA.,1,NULL,7.00,2,0
1033,NULL,P-16-0007,301,464,060.168.9904,"SONDA GASTROINTESTINAL DESE DESECHABLE Y CON MARCA OPACA A LOS RAYOS ""X"" MODELO LEVIN. LEVIN CAL.16 FR. PIEZA.",NULL,ULTRATEC,PIEZA.,1,NULL,7.36,2,0
1034,NULL,P-16-0007,301,152,060.182.0160,"CEMENTOS IONÓMERO DE VIDRIO I. PARA CEMENTACIONES DEFINITIVAS.",NULL,"MEDENTAL ",JUEGO,1,NULL,1420.43,2,0
1035,NULL,P-16-0007,301,314,060.182.0178,"IONÓMERO DE VIDRIO RESTAURATIVO II. COLOR: NO. 21. POLVO: 15 G. SILICATO DE ALUMINIO: 95%-97%. ÁCIDO POLIACRÍLICO: 3%- 5%. LÍQUIDO: 10 G, 8 ML ÁCIDO POLIACRÍLICO: 75%. ÁCIDO TARTÁRICO: 10% - 15%. BARNIZ""",NULL,3M,ESTUCHE.,1,NULL,994.90,2,0
1036,NULL,P-16-0007,301,315,060.182.0186,"IONÓMERO DE VIDRIO RESTAURATIVO II. COLOR: NO. 22. POLVO: 15 G. SILICATO DE ALUMINIO: 95%-97%. ÁCIDO POLIACRÍLICO: 3%- 5%. LÍQUIDO: 10 G, 8 ML ÁCIDO POLIACRÍLICO: 75%. ÁCIDO TARTÁRICO: 10% - 15%. BARNIZ""",NULL,3M,JUEGO,1,NULL,995.00,2,0
1037,NULL,P-16-0007,301,312,060.182.0194,"IONÓMERO DE VIDRIO CON ALEACION DE LIMADURA DE PLATA. POLVO 15 G. SILICATO DE ALUMINIO 100%. LIQUIDO 10 G, 8 ML. ACIDO POLIACRILICO 45%. POLVO DE LIMADURA DE PLATA 17 G. PLATA 56%, ESTAÑO 29%. COBRE 15%. ESTUCHE.""",NULL,3M,ESTUCHE.,1,NULL,7151.94,2,0
1038,NULL,P-16-0007,301,313,060.182.0228,"IONÓMERO DE VIDRIO PARA TRATAMIENTO RESTAURATIVO ATRAUMÁTICO.POLVO: 10 G. SILICATO DE ALUMINIO 89 -95%. ÁCIDO POLIACRÍLICO 0.-10%. LÍQUIDO 6 G, 4.8 ML AGUA DESTILADA. ÁCIDO POLIACRÍLICO 40 -50%. BARNIZ 5 G.""",NULL,"VIARDEN ",PIEZA,1,NULL,994.81,2,0
1039,NULL,P-16-0007,301,151,060.182.0236,"CEMENTO DENTAL. PARA USO QUIRÚRGICO. POLVO ÓXIDO DE ZINC. POLVO ROSA. TALCO. LIQUIDO: EUGENOL . ALCOHOL ISOPROPLICO AL 10%. RESINA DE PINO. ACEITE DE PINO. ACEITE DE CLAVO. ACEITE DE CACAHUATE. ESTUCHE.""",NULL,"VIARDEN ",ESTUCHE.,1,NULL,238.94,2,0
1040,NULL,P-16-0007,301,296,060.182.1150,"HIDRÒXIDO DE CALCIO ESTUCHE BASE-CATALIZADOR, PARA SELLAR CAVIDADES DENTALES. DE HIDRÓXIDO DE CALCIO, COMPUESTO AUTOPOLIMERIZABLE, DOS PASTAS SEMILÍQUIDAS, BASE 13G Y CATALIZADOR 11GR CON BLOQUE""",NULL,"ZEYCO ",PIEZA,1,NULL,234.28,2,0
1041,NULL,P-16-0007,301,149,060.182.1176,"CEMENTO DENTAL, DE OXIFOSFATO DE ZINC. POLVO Y LÍQUIDO. CAJA CON 32 G DE POLVO Y 15 ML DE SOLVENTE, ESTUCHE.",NULL,"VIARDEN ",ESTUCHE,1,NULL,118.52,2,0
1042,NULL,P-16-0007,301,148,060.182.1275,"CEMENTO DENTAL PARA RESTAURACIÓN INTERMEDIA. DE ÓXIDO DE ZINC (POLVO) 38 G Y EUGENOL (LÍQUIDO) 14 ML. CON GOTERO DE PLÁSTICO.",NULL,"VIARDEN ",JUEGO,1,NULL,199.76,2,0
1043,NULL,P-16-0007,301,150,060.182.1366,"CEMENTO DENTAL. PARA USO QUIRÚRGICO. DE ÓXIDO DE ZINC CON ENDURECEDOR (POLVO) 65 G Y EUGENOL (LÍQUIDO) 30 ML CON GOTERO DE PLÁSTICO.",NULL,"VIARDEN ",EQUIPO,1,NULL,224.71,2,0
1044,NULL,P-16-0007,301,316,060.182.1440,"IONOMERO DE VIDRIO RESTAURATIVO TIPO II TRATAMIENTO RESTAURATIVO ATRAUMÁTICO (TRA) Y MINIMA INVASIÓN (MI). POLVO DE 12.5 G RADIOPACO, ALUMINIO-CALCIO-LANTANO DE VIDRIO FLUOROSILICATO, PIGMENTOS Y ACIDO POLIACRILICO Y""",NULL,3M,ENVASE,1,NULL,995.09,2,0
1045,NULL,P-16-0007,301,155,060.189.0015,"CEPILLO DENTAL PARA ADULTO, CON MANGO DE PLÁSTICO Y CERDAS RECTAS MYLON6.12 , 100% VIRGEN O POLIESTER P.B.T. 100% VIRGEN , DE PUNTAS REDONDEADAS EN 4 HILERAS CABEZA CORTA CONSISTENCIA MEDIANA""",NULL,DL,PIEZA,1,NULL,3.46,2,0
1046,NULL,P-16-0007,301,159,060.189.0023,"CEPILLO PARA PULIDO DE AMALGAMAS Y PROFILAXIS. DE CERDAS BLANCAS EN FORMA DE COPA. PARA PIEZA DE MANO.",NULL,AMCO,PIEZA,1,NULL,4.26,2,0
1047,NULL,P-16-0007,301,160,060.189.0031,"CEPILLOS DE PROFILAXIS DE CERDAS NEGRAS EN FORMA DE BROCHA PARA CONTRA-ANGULO.",NULL,"CRESCENT ",PIEZA,1,NULL,4.26,2,0
1048,NULL,P-16-0007,301,156,060.189.0049,"CEPILLO PARA ESTUDIO CITOLÓGICO (TOMA DE MUESTRA) DEL CANAL ENDOCERVICAL A BASE DE COLECTOR CELULAR CON CERDAS SUAVES FIJADAS A UN MANGO ARISTADO. DESECHABLE.""",NULL,DL,"ENVASE CON 100.",1,NULL,532.52,2,0
1049,NULL,P-16-0007,301,157,060.189.0056,"CEPILLO PARA LAVADO DE INSTRUMENTAL. CON CERDAS DE FIBRA VEGETAL LECHUGUILLA.",NULL,PIARI,PIEZA,1,NULL,31.42,2,0
1050,NULL,P-16-0007,301,154,060.189.0106,"CEPILLO DENTAL INFANTIL, CON MANGO DE PLÁSTICO Y CERDAS RECTAS DE NYLON 6.12, 100% VIRGEN O POLIÉSTER P.B.T. 100% VIRGEN, DE PUNTAS REDONDEADAS EN 3 HILERAS, CABEZA CORTA, CONSISTENCIA MEDIANA.""",NULL,DL,PIEZA,1,NULL,2.71,2,0
1051,NULL,P-16-0007,301,153,060.189.0205,"CEPILLO DE CERDAS NEGRAS, EN FORMA DE BROCHA. PARA PIEZA DE MANO. PIEZA.",NULL,ACTILYSE,PIEZA,1,NULL,3.78,2,0
1052,NULL,P-16-0007,301,158,060.189.0254,"CEPILLO PARA PULIDO DE AMALGAMAS Y PROFILAXIS. DE CERDAS BLANCAS EN FORMA DE COPA. PARA CONTRA-ANGULO",NULL,AMCO,NULL,1,NULL,4.26,2,0
1053,NULL,P-16-0007,301,161,060.196.0057,"CERA PARA HUESO (PASTA DE BECK) ESTERIL. SOBRE CON 2.5 GR. ENVASE CON 12 SOBRES.",NULL,ATRAMAT,"ENVASE CON 12 SOBRES.",1,NULL,815.54,2,0
1054,NULL,P-16-0007,301,163,060.203.0066,"CINTA PARA PORTAMATRIZ DE AMALGAMA METALICA 7MM DE LONGITUD.",NULL,"ABC ","ENVASE CON 12 PIEZAS",1,NULL,39.23,2,0
1055,NULL,P-16-0007,301,162,060.203.0108,"CINTA METRICA AHULADA. GRADUADA EN CENTIMETROS Y MILIMETROS. LONG. 1.50 METROS. PIEZA.",NULL,DISQUIM,PIEZA,1,NULL,9.39,2,0
1056,NULL,P-16-0007,301,171,060.203.0165,"CINTA UMBILICALES. DE ALGODÓN TEJIDO PLANO (TRENZADO DE 21 HILOS) ESTÉRILES. LONGITUD: 41 CM. ANCHO: 4 MM.",NULL,QUIRMEX,"ENVASE CON 100 SOBRES",1,NULL,201.34,2,0
1057,NULL,P-16-0007,301,172,060.203.0207,"CINTAS PARA ESTERILIZACIÓN EN VAPOR A PRESIÓN. TAMAÑO: 18 MM X 50 M.",NULL,EEE,ROLLO,1,NULL,59.06,2,0
1058,NULL,P-16-0007,301,168,060.203.0298,"CINTA TESTIGO PARA ESTERILIZACIÓN CON GAS DE ÓXIDO DE ETILENO. TAMAÑO: 18 MM X 50 M.",NULL,EEE,ROLLO,1,NULL,95.59,2,0
1059,NULL,P-16-0007,301,165,060.203.0306,"CINTA PARA USO QUIRURGICO MICROPOROSA, DE TELA NO TEJIDA, UNIDIRECCIONAL, DE COLOR BLANCO, CON RECUBRIMIENTO ADHESIVOS EN UNAS DE SUS CARAS 10 M X 1.25 CM . ENVASE CON 24 ROLLOS.""",NULL,"MICROPOMEX ","ENVASE CON 24 ROLLOS",1,NULL,128.28,2,0
1060,NULL,P-16-0007,301,166,060.203.0363,"CINTA PARA USO QUIRURGICO MICROPOROSA, DE TELA NO TEJIDA, UNIDIRECCIONAL, DE COLOR BLANCO, CON RECUBRIMIENTO ADHESIVOS EN UNAS DE SUS CARAS 10 M X 5.0 CM . ENVASE CON 6 ROLLOS.""",NULL,"MICROPOMEX ","ENVASE CON 6 ROLLOS",1,NULL,128.28,2,0
1061,NULL,P-16-0007,301,164,060.203.0397,"CINTA PARA USO QUIRÚRGICO MICROPOROSA DE TELA NO TEJIDA, UNIDIRECCIONAL, DE COLOR BLANCO, CON RECUBRIMIENTOS ADHESIVOS EN UNA DE SUS CARAS, LONG. 10 M. ANCHO 2.50 CM. ENVASE CON 12 ROLLOS.""",NULL,"MICROPOMEX ","ENVASE CON 12 ROLLOS",1,NULL,128.28,2,0
1062,NULL,P-16-0007,301,167,060.203.0405,"CINTA PARA USO QUIRURGICO MICROPOROSA, DE TELA NO TEJIDA, UNIDIRECCIONAL, DE COLOR BLANCO, CON RECUBRIMIENTO ADHESIVOS EN UNAS DE SUS CARAS 10 M X 7.5 CM . ENVASE CON 4 ROLLOS.""",NULL,"MICROPOMEX ","ENVASE CON 4 ROLLOS",1,NULL,128.29,2,0
1063,NULL,P-16-0007,301,298,060.203.0439,"HILO RETRACTOR DE ENCIAS. DE ALGODÓN, SECO Y SUAVE, IMPREGNADO CON SAL DE ALUMINIO. CALIBRE: MEDIANO. ENVASE CON ROLLO DE 3M.",NULL,"VIARDEN ","ENVASE CON ROLLO DE 3M.",1,NULL,197.32,2,0
1064,NULL,P-16-0007,301,169,060.203.0553,"CINTA TRANSPARENTE PLÁSTICA, MICROPERFORADA, DE POLIETILENO; CON ADHESIVO, HIPOALERGÉNICA. LONGITUD DE 9-9.5 M. ANCHO: 2.50 CM ENVASE CON 12 PIEZAS",NULL,LEUKOFIX,ENVASE,1,NULL,409.70,2,0
1065,NULL,P-16-0007,301,170,060.203.0561,"CINTA TRANSPARENTE PLÁSTICA, MICROPERFORADA, DE POLIETILENO; CON ADHESIVO, HIPOALERGÉNICA. LONGITUD DE 9-9.5 M. ANCHO: 5.00 CM ENVASE CON 6 PIEZAS",NULL,LEUKOFIX,ENVASE,1,NULL,409.71,2,0
1066,NULL,P-16-0007,301,177,060.219.0068,"COLORANTE REVELADOR DE PLACAS DENTOBACTERIANAS. TABLETAS SIN SABOR.",NULL,"GM DENTAL","ENVASE CON 100 PIEZAS.",1,NULL,94.84,2,0
1067,NULL,P-16-0007,301,178,060.231.0104,"COMPRESA PARA VIENTRE DE ALGODÓN, CON TRAMA OPACA ALOS RAYOS ""X"" DE 70 CM DE LONG. X 45 CM DE ANCHO. ENVASE CON 6 PIEZAS",NULL,QUIRMEX,"ENVASE CON 6 PIEZAS",1,NULL,87.87,2,0
1068,NULL,P-16-0007,301,394,060.231.0583,"PAQUETE PARA CESAREA Y CIRUGIA GENERAL. TEL NO TEJIDA DE POLIPROPILENO, IMPERMEABLE A LA PENETRACION DE LIQUIDOS Y FLUIDOS, COLOR ANTIRREFLEJANTE, NO TRANSPARENTE, ANTIESTATICA Y RESISTENTE A LA TENSION""",NULL,"B LIFE",PIEZA,1,NULL,331.21,2,0
1069,NULL,P-16-0007,301,395,060.231.0591,"PAQUETE PARA CIRUGIA GENERAL UNIVERSAL. TELA NO TEJIDA DE POLIPROPILENO, IMPERMEABLE A LA PENETRACIÓN DE LÍQUIDOS Y FLUIDOS, COLOR ANTIRREFLEJANTE, NO TRANSPARENTE, ANTIESTÁTICA Y RESISTENTE A LA TENSIÓN""",NULL,"B LIFE",PAQUETE,1,NULL,320.14,2,0
1070,NULL,P-16-0007,301,51,060.231.0641,"BATA QUIRÚRGICA CON PUÑOS AJUSTABLES Y REFUERZO EN MANGAS Y PECHO. TELA NO TEJIDA DE POLIPROPILENO, IMPERMEABLE A LA PENETRACIÓN DE LÍQUIDOS Y FLUIDOS; ANTIESTÁTICA Y RESISTENTE A LA TENSIÓN. ESTÉRIL Y""",NULL,"B LIFE",PAQUETE,1,NULL,56.82,2,0
1071,NULL,P-16-0007,301,49,060.231.0658,"BATA QUIRURGICA CON PUÑOS AJUSTABLES Y REFUERZO EN MANGAS Y PECHO. TELA NO TEJIDA DE POLIPROPILENO, IMPERMEABLE A LA PENETRACIÓN DE LÍQUIDOS Y FLUIDOS; ANTIESTÁTICA Y RESISTENTE A LA TENSIÓN. ESTÉRIL Y",NULL,"B LIFE",PIEZA,1,NULL,66.47,2,0
1072,NULL,P-16-0007,301,52,060.231.0666,"BATA QUIRÚRGICA CON PUÑOS AJUSTABLES Y REFUERZO EN MANGAS Y PECHO. TELA NO TEJIDA DE POLIPROPILENO, IMPERMEABLE A LA PENETRACIÓN DE LÍQUIDOS Y FLUIDOS; ANTIESTÁTICA Y RESISTENTE A LA TENSIÓN. ESTÉRIL Y""",NULL,"B LIFE",PAQUETE,1,NULL,53.03,2,0
1073,NULL,P-16-0007,301,50,060.231.0674,"BATA QUIRÚRGICA CON PUÑOS AJUSTABLES Y REFUERZO EN MANGAS Y PECHO. TELA NO TEJIDA DE POLIPROPILENO, IMPERMEABLE A LA PENETRACIÓN DE LÍQUIDOS Y FLUIDOS; ANTIESTÁTICA Y RESISTENTE A LA TENSIÓN. ESTÉRIL Y""",NULL,"B LIFE",PAQUETE,1,NULL,51.13,2,0
1074,NULL,P-16-0007,301,396,060.231.609,"PAQUETE PARA PARTO. TELA NO TEJIDA DE POLIPROPILENO, IMPERMEABLE A LA PENETRACIÓN DE LÍQUIDOS Y FLUIDOS, COLOR ANTIRREFLEJANTE, NO TRANSPARENTE, ANTIESTÁTICA Y RESISTENTE A LA TENSIÓN EN USO NORMAL. ESTÉRIL Y - UNA CUBIERTA PARA MESA DE RIÑÓN DE 240 ±10 CM X 150 ±10 CM. DOS TOALLAS ABSORBENTES DE 40 ±5 CM X 40 ±5 CM. BULTO O PAQUETE.""",NULL,"B LIFE",PIEZA,1,NULL,214.25,2,0
1075,NULL,P-16-0007,301,185,060.233.0011,"CONECTOR DE UNA VIA DE PLASTICO, DESECHABLE MODELO SIMS, DELGADO. PIEZA.",NULL,ULTRATEC,PIEZA.,1,NULL,2.93,2,0
1076,NULL,P-16-0007,301,183,060.233.0037,"CONECTOR DE 2 VIAS EN (Y) DE PLASTICO DESECHABLE. PIEZA.",NULL,ULTRATEC,PIEZA,1,NULL,9.25,2,0
1077,NULL,P-16-0007,301,186,060.233.0052,"CONECTOR DE UNA VIA DE PLASTICO, DESECHABLE MODELO SIMS, GRUESO. PIEZA.",NULL,ULTRATEC,PIEZA.,1,NULL,3.51,2,0
1078,NULL,P-16-0007,301,184,060.233.0235,"CONECTOR DE TITANIO LUER LOCK. PARA AJUSTAR LA PUNTA DEL CATÉTER A LA LÍNEA DE TRANSFERENCIA. TIPO: TENCKHOFF. PIEZA.",NULL,ULTRATEC,PIEZA,1,NULL,426.86,2,0
1079,NULL,P-16-0007,301,188,060.235.0019,"COPA PARA PIEZA DE MANO DE HULE SUAVE BLANCO EN FORMA DE CONO.",NULL,"ABC ","ENVASE CON 12 PIEZAS",1,NULL,461.64,2,0
1080,NULL,P-16-0007,301,193,060.272.0013,"CUCHARILLAS PARA APLICACIÓN TOPICA DE FLOUR EN GEL, DE VINIL ATOXICO, DESECHABLES. 1 PAR PARA NIÑOS DE 2 A 3 AÑOS. ESTUCHE.",NULL,VOR,"ESTUCHE CON 1 PAR DE CUCHARILLAS",1,NULL,4.95,2,0
1081,NULL,P-16-0007,301,194,060.272.0021,"CUCHARILLAS PARA APLICACIÓN TOPICA DE FLOUR EN GEL, DE VINIL ATOXICO, DESECHABLES. 1 PAR PARA NIÑOS DE 4 A 7 AÑOS. ESTUCHE.",NULL,VOR,"ESTUCHE CON 1 PAR DE CUCHARILLAS",1,NULL,4.95,2,0
1082,NULL,P-16-0007,301,191,060.272.0039,"CUCHARILLAS PARA APLICACIÓN TOPICA DE FLOUR EN GEL, DE VINIL ATOXICO, DESECHABLES. 1 PAR PARA ADOLESCENTES. ESTUCHE.",NULL,VOR,ESTUCHE.,1,NULL,4.95,2,0
1083,NULL,P-16-0007,301,192,060.272.0047,"CUCHARILLAS PARA APLICACIÓN TOPICA DE FLOUR EN GEL, DE VINIL ATOXICO, DESECHABLES. 1 PAR PARA ADULTOS. ESTUCHE.",NULL,VOR,ESTUCHE.,1,NULL,4.95,2,0
1084,NULL,P-16-0007,301,195,060.276.0050,"CUÑAS DE MADERA, PARA ESPACIOS INTERDENTARIOS. ENVASE CON 100 PIEZAS.",NULL,"ABC ","ENVASE CON 100 PIEZAS.",1,NULL,153.69,2,0
1085,NULL,P-16-0007,301,199,060.308.0029,"DISPOSITIVO INTRAUTERINO. T DE COBRE, 380 A. ANTICONCEPTIVO ESTÉRIL CON 380 MM2, DE COBRE, PLÁSTICO GRADO MÉDICO 77% Y SULFATO DE BARIO USP 23%, CON FILAMENTO LARGO DE 30 CM CON TUBO INSERTOR, TOPE Y""",NULL,PREGNA,PIEZA,1,NULL,15.19,2,0
1086,NULL,P-16-0007,301,198,060.308.0151,"DISPOSITIVO INTRAUTERINO. CU 375 CORTO. ANTICONCEPTIVO DE POLIETILENO ESTÉRIL CON 375 MM2, DE COBRE, CON BRAZOS LATERALES, CURVADOS Y FLEXIBLES, CON 5 NÓDULOS DE RETENCIÓN CADA UNO, QUE LE DAN UN ANCHO""",NULL,PREGNA,PIEZA,1,NULL,27.42,2,0
1087,NULL,P-16-0007,301,200,060.308.0169,"DISPOSITIVO INTRAUTERINO.CU 375 ESTÁNDAR. ANTICONCEPTIVO DE POLIETILENO ESTÉRIL CON 375 MM2, DE COBRE, CON BRAZOS LATERALES, CURVADOS Y FLEXIBLES, CON 5 NÓDULOS DE RETENCIÓN CADA UNO, QUE LE DA UN""",NULL,PREGNA,PIEZA,1,NULL,25.61,2,0
1088,NULL,P-16-0007,301,180,060.308.0177,"CONDÓN MASCULINO DE HULE LÁTEX. ENVASE CON 100 PIEZAS.",NULL,INNOLATEX,"ENVASE CON 100 PIEZAS",1,NULL,191.22,2,0
1089,NULL,P-16-0007,301,197,060.308.0193,"DISPOSITIVO INTRAUTERINO, T DE COBRE PARA NULÍPARAS, ESTÉRIL, CON 380 MM2 DE COBRE ENROLLADO CON BORDES REDONDOS, CON LONGITUD HORIZONTAL DE 22.20 A 23.20 MM, LONGITUD VERTICAL DE 28.0 A 30.0 MM, FILAMENTO DE 20 A 25""",NULL,"WORD LAB",PIEZA,1,NULL,132.83,2,0
1090,NULL,P-16-0007,301,179,060.308.0227,"CONDON FEMENINO DE POLIURETANO CON DOS ANILLOS FLEXIBLES EN LOS EXTREMOS",NULL,"THE FEMALE","ENVASE CON 1, 2 Ó 3
PIEZAS EN EMPAQUE INDIVIDUAL",1,NULL,76.80,2,0
