clues,clues_nombre,jurisdiccion,municipio,localidad,tipologia,empresa_clave,tipo_clues,empresa_nombre,director_unidad,administrador,encargado_almacen,coordinador_comision_abasto,lugar_entrega
CSSSA013045,UNIDAD MEDICA MOVIL 316 NUEVO MATZAM,3,LAS MARGARITAS,NUEVO MATZÁM,"UNIDAD MÓVIL
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA013054,UNIDAD MEDICA MOVIL 306 20 DE NOVIEMBRE,3,CHICOMUSELO,20 DE NOVIEMBRE,"UNIDAD MÓVIL
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA013063,UNIDAD MEDICA MOVIL 307 SAMUEL LEON BRINDIS,3,SOCOLTENANGO,DOCTOR SAMUEL LEÓN BRINDIS,"UNIDAD MÓVIL
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA013072,COMISIÓN ESTATAL DE CONCILIACIÓN Y ARBITRAJE MÉDICO DEL ESTADO DE CHIAPAS(Delegacion Regional Palenque),6,PALENQUE,PALENQUE,"OFICINAS ADMINISTRATIVAS
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA013081,COMISIÓN ESTATAL DE CONCILIACIÓN Y ARBITRAJE MÉDICO DEL ESTADO DE CHIAPAS (Delegación Regional Tapachula),7,TAPACHULA,TAPACHULA DE CÓRDOVA Y ORDÓÑEZ,"OFICINAS ADMINISTRATIVAS
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA013090,COMISIÓN ESTATAL DE CONCILIACIÓN Y ARBITRAJE MÉDICO DEL ESTADO DE CHIAPAS,1,TUXTLA GUTIÉRREZ,TUXTLA GUTIÉRREZ,"OFICINAS ADMINISTRATIVAS
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA013105,CENTRO DE SALUD RURAL RANCHERIA EL CONGRESO,8,TONALÁ,EL CONGRESO,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA017166,DR. SAMUEL LEÓN BRINDIS,7,MAPASTEPEC,DOCTOR SAMUEL LEÓN BRINDIS,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA017171,MIGUEL ALEMÁN,7,SUCHIATE,MIGUEL ALEMÁN,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA017183,VICENTE GUERRERO,7,TUXTLA CHICO,VICENTE GUERRERO,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA017196,LABORATORIO ESTATAL DE SALUD PÚBLICA,1,TUXTLA GUTIÉRREZ,TUXTLA GUTIÉRREZ,"LABORATORIOS
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA017213,OFICINA ADMINISTRATIVA ESTATAL,1,TUXTLA GUTIÉRREZ,TUXTLA GUTIÉRREZ,"OFICINAS ADMINISTRATIVAS
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA017225,OFICINA JURISDICCIONAL (TUXTLA GUTIÉRREZ),1,TUXTLA GUTIÉRREZ,TUXTLA GUTIÉRREZ,"OFICINAS ADMINISTRATIVAS
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA017230,OFICINA JURISDICCIONAL (SAN CRISTÓBAL DE LAS CASAS),2,SAN CRISTÓBAL DE LAS CASAS,SAN CRISTÓBAL DE LAS CASAS,"OFICINAS ADMINISTRATIVAS
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA017242,OFICINA JURISDICCIONAL (COMITÁN),3,COMITÁN DE DOMÍNGUEZ,COMITÁN DE DOMÍNGUEZ,"OFICINAS ADMINISTRATIVAS
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA017266,OFICINA JURISDICCIONAL (PICHUCALCO),5,PICHUCALCO,PICHUCALCO,"OFICINAS ADMINISTRATIVAS
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA017271,OFICINA JURISDICCIONAL (PALENQUE),6,PALENQUE,PALENQUE,"OFICINAS ADMINISTRATIVAS
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA017283,OFICINA JURISDICCIONAL (TAPACHULA),7,TAPACHULA,TAPACHULA DE CÓRDOVA Y ORDÓÑEZ,"OFICINAS ADMINISTRATIVAS
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA017295,OFICINA JURISDICCIONAL (TONALÁ),8,TONALÁ,TONALÁ,"OFICINAS ADMINISTRATIVAS
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA017300,OFICINA JURISDICCIONAL (OCOSINGO),9,OCOSINGO,OCOSINGO,"OFICINAS ADMINISTRATIVAS
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA017312,OFICINA JURISDICCIONAL (MOTOZINTLA),10,MOTOZINTLA,MOTOZINTLA DE MENDOZA,"OFICINAS ADMINISTRATIVAS
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA017324,ALMACÉN ESTATAL (TUXTLA GUTIÉRREZ),1,TUXTLA GUTIÉRREZ,TUXTLA GUTIÉRREZ,"ALMACENES
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA017423,SAN RAFAEL,5,HUITIUPÁN,NO ESPECIFICADO,"CASA DE SALUD
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA017435,SAN VICENTE,5,IXTACOMITÁN,SAN VICENTE,"CASA DE SALUD
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA017446,AMADOR HERNÁNDEZ,9,OCOSINGO,AMADOR HERNÁNDEZ,"CASA DE SALUD
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA017451,CANDELARIA,9,OCOSINGO,CANDELARIA,"CASA DE SALUD
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA017463,EL JARDÍN,9,OCOSINGO,EL JARDÍN,"CASA DE SALUD
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA017480,RAMOSIL,9,CHILÓN,RAMOSIL (TZAJALNABIL),"CASA DE SALUD
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA017492,COORDINACIÓN ESTATAL DE VIH/SIDA/ITS (CAPASITS),1,TUXTLA GUTIÉRREZ,TUXTLA GUTIÉRREZ,"UNIDAD DE ESPECIALIDADES MÉDICAS (UNEMES)
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA017550,SAN JUAN EL AGUAJE,5,HUITIUPÁN,SAN JUAN EL AGUAJE,"CASA DE SALUD
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA017562,RÍO NEGRO,5,CHAPULTENANGO,RÍO NEGRO,"CASA DE SALUD
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA017574,SAN MIGUEL 1A. SECCIÓN,5,REFORMA,SAN MIGUEL 1RA. SECCIÓN,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA017586,LA CEIBA,5,SIMOJOVEL,LA CEIBA,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA017603,LAS FLORES,3,CHICOMUSELO,LAS FLORES,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA017615,MONTE REDONDO,3,FRONTERA COMALAPA,MONTE REDONDO,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA017620,EL MANGUITO,8,TONALÁ,EL MANGUITO,"RURAL DE 01 NÚCLEO BÁSICO
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA017632,SANTA MARÍA,6,SALTO DE AGUA,SANTA MARÍA,"CASA DE SALUD
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA017661,SAN JUAN TULIJA (SAN JUAN),6,PALENQUE,SAN JUAN TULIJA (SAN JUAN),"CASA DE SALUD
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA017673,ARIMATEA,6,PALENQUE,ARIMATEA,"CASA DE SALUD
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA017685,NUEVA REFORMA,6,BENEMÉRITO DE LAS AMÉRICAS,NUEVA REFORMA,"CASA DE SALUD
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA017690,SOYALÓ,1,SOYALÓ,SOYALÓ,"URBANO DE 06 NÚCLEOS BÁSICOS
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA017702,NUEVO HUIXTÁN,3,LAS MARGARITAS,NUEVO HUIXTÁN,"CENTRO DE SALUD CON HOSPITALIZACIÓN
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA017714,NUEVO ARGENTINA,3,MARAVILLA TENEJAPA,NUEVA ARGENTINA,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA017743,CENTRO DE SALUD MICROREGIONAL BALUNACO,2,CHALCHIHUITÁN,BALUNACO,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA017755,NATILTÓN,2,CHANAL,NATILTÓN,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA017760,MAJUMPEPEN,2,CHENALHÓ,MAJONPEPENTIK,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA017772,TZAJALCHÉN,2,CHENALHÓ,TZAJALCHÉN,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA017784,SAN JUAN CANCUC,2,SAN JUAN CANCUC,SAN JUAN CANCUC,"CENTROS DE SALUD CON SERVICIOS AMPLIADOS
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA017801,ZINACANTÁN,2,ZINACANTÁN,ZINACANTÁN,"CENTROS DE SALUD CON SERVICIOS AMPLIADOS
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA017813,CARAVANA TIPO 3 TZAJALÁ,2,TEOPISCA,TZAJALA,"UNIDAD MÓVIL
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA017825,CARAVANA TIPO 2 EL TRIUNFO,5,PANTEPEC,EL TRIUNFO,"UNIDAD MÓVIL
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA017830,CARAVANA TIPO 2 DOS RIOS,6,SALTO DE AGUA,DOS RÍOS,"UNIDAD MÓVIL
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA017842,CARAVANA TIPO 1 CHEWAL MUQUENAL,9,CHILÓN,CHEWAL MUQUENAL,"UNIDAD MÓVIL
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA017854,CARAVANA TIPO 1 YA'ALTZEMEN,9,CHILÓN,YA'ALTZEMEN,"UNIDAD MÓVIL
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA017866,CARAVANA TIPO 2 LA FLORIDA,1,CINTALAPA,LA FLORIDA,"UNIDAD MÓVIL
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA017883,PROGRESO AGRARIO,4,VILLAFLORES,PROGRESO AGRARIO,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA017895,AQUILES SERDÁN,3,LAS MARGARITAS,AQUILES SERDÁN,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA017900,CENTRO DE SALUD MUNICIPAL IXTAPANGAJOYA,5,IXTAPANGAJOYA,IXTAPANGAJOYA,"RURAL DE 02 NÚCLEOS BÁSICOS
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA017912,CENTRO DE SALUD MUNICIPAL SOLOSUCHIAPA,5,SOLOSUCHIAPA,SOLOSUCHIAPA,"RURAL DE 02 NÚCLEOS BÁSICOS
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA017924,SITALÁ,9,SITALÁ,SITALÁ,"CENTROS DE SALUD CON SERVICIOS AMPLIADOS
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA017936,NUEVO PARAÍSO,4,LA CONCORDIA,NUEVO PARAÍSO,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA017941,EL TEPEYAC,1,CINTALAPA,EL TEPEYAC,"UNIDAD MÓVIL
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA017953,CARAVANA TIPO 2 SAN JOSÉ,2,HUIXTÁN,SAN JOSÉ,"UNIDAD MÓVIL
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA017965,CARAVANA TIPO 2 JOCOSIC,2,CHAMULA,CHIOTIC,"UNIDAD MÓVIL
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA017970,LAS LAURAS,7,ACAPETAHUA,LAS LAURAS,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA017982,JIQUILPAN,7,ACAPETAHUA,JIQUILPAN (ESTACIÓN BONANZA),"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA017994,SOLO DIOS,7,MAPASTEPEC,SOLO DIOS,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA018006,MAZATÁN,7,MAZATÁN,MAZATÁN,"URBANO DE 03 NÚCLEOS BÁSICOS
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA018011,HIDALGO,7,TAPACHULA,HIDALGO,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA018023,SAN NICOLÁS LAGARTERO,7,TAPACHULA,SAN NICOLÁS LAGARTERO,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA018035,PLAYA LINDA,7,TAPACHULA,PLAYA LINDA,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA018040,NUEVO MILENIO,7,TAPACHULA,TAPACHULA DE CÓRDOVA Y ORDÓÑEZ,"URBANO DE 01 NÚCLEOS BÁSICOS
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA018064,JET-JÁ 2,9,CHILÓN,JET-JÁ 2,"CASA DE SALUD
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA018076,EL GUANAL,9,OCOSINGO,EL GUANAL,"CASA DE SALUD
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA018081,BENITO JUÁREZ MIRAMAR,9,OCOSINGO,BENITO JUÁREZ MIRAMAR,"CASA DE SALUD
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA018093,NUEVO JUAN DEL GRIJALVA,5,OSTUACÁN,NUEVO JUAN DEL GRIJALVA,"CENTROS DE SALUD CON SERVICIOS AMPLIADOS
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA018105,LOMANTÁN,3,LAS MARGARITAS,LOMANTÁN,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA018110,SAN ARTURO LAS FLORES,3,LAS MARGARITAS,SAN ARTURO LAS FLORES,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA018122,SABINALITO,3,LA TRINITARIA,SABINALITO,"CASA DE SALUD
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA018134,CARAVANA TIPO 0 JUC'NIL,2,SAN JUAN CANCUC,JUC'NIL,"UNIDAD MÓVIL
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA018146,CARAVANA TIPO 0 SAN CARLOS CORRALITO,2,PANTELHÓ,SAN CARLOS CORRALITO,"UNIDAD MÓVIL
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA018151,CARAVANA TIPO 0 SAN JOSÉ BUENAVISTA TERCERO,2,PANTELHÓ,SAN JOSÉ BUENAVISTA TERCERO,"UNIDAD MÓVIL
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA018163,CARAVANA TIPO 1 CAMOAPA 1A. SECCIÓN,5,PICHUCALCO,CAMOAPA 1RA. SECCIÓN A (PORTACELI),"UNIDAD MÓVIL
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA018175,CARAVANA TIPO 1 JOTOLCHÉN,5,SAN ANDRÉS DURAZNAL,JOTOLCHÉN,"UNIDAD MÓVIL
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA018180,CARAVANA TIPO 0  FLOR DE CAFÉ,6,TUMBALÁ,FLOR DE CAFÉ,"UNIDAD MÓVIL
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA018192,CARAVANA TIPO 0 POMILTIC,9,SITALÁ,POMILTIC,"UNIDAD MÓVIL
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA018204,CARAVANA TIPO 0 SAN CARALAMPIO,2,AMATENANGO DEL VALLE,SAN CARALAMPIO,"UNIDAD MÓVIL
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA018216,CARAVANA TIPO 1 BUENAVISTA TENOJIB,9,CHILÓN,BUENAVISTA TENOJIB,"UNIDAD MÓVIL
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA018221,CARAVANA TIPO 3 XANIL,9,CHILÓN,XANIL,"UNIDAD MÓVIL
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA018233,CARAVANA TIPO 3 TEMÓ,9,CHILÓN,TEMÓ,"UNIDAD MÓVIL
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA018245,CARAVANA TIPO 0 NUEVO PINO SUAREZ,9,CHILÓN,NUEVO PINO SUÁREZ,"UNIDAD MÓVIL
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA018250,CARAVANA TIPO 0 JOL CATARRAYA,9,CHILÓN,JOL CATARRAYA,"UNIDAD MÓVIL
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA018262,CARAVANA TIPO 0 CHUTALILJÁ,9,CHILÓN,CHUTALILJÁ,"UNIDAD MÓVIL
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA018274,CARAVANA TIPO 0 SANTO DOMINGO,1,OCOTEPEC,SANTO DOMINGO,"UNIDAD MÓVIL
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA018286,CARAVANA TIPO 0 RIO NEGRO,1,FRANCISCO LEÓN,RÍO NEGRO,"UNIDAD MÓVIL
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA018291,CARAVANA TIPO 0 LOS MANGOS,2,PANTELHÓ,LOS MANGOS,"UNIDAD MÓVIL
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA018303,CARAVANA TIPO 1 TIERRA BLANCA,2,ZINACANTÁN,TIERRA BLANCA,"UNIDAD MÓVIL
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA018315,CARAVANA TIPO 0 SANTA ANITA,5,IXHUATÁN,SANTA ANITA,"UNIDAD MÓVIL
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA018320,CARAVANA TIPO 0 GUADALUPE MAZANIL,9,SITALÁ,GUADALUPE MAZANIL,"UNIDAD MÓVIL
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA018332,CARAVANA TIPO 0 CHABECLUMIL,9,SITALÁ,CHABECLUMIL,"UNIDAD MÓVIL
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA018344,CARAVANA TIPO 3 CENTRO JOLAKIL,9,CHILÓN,CENTRO JOLAKIL,"UNIDAD MÓVIL
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA018356,CARAVANA TIPO 0 LA PALMA UNO,2,SAN JUAN CANCUC,LA PALMA UNO,"UNIDAD MÓVIL
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA018361,CARAVANA TIPO 0  JOL HICABATIL,9,CHILÓN,JOL HIC'BATIL,"UNIDAD MÓVIL
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA018373,CARAVANA TIPO 0 ADOLFO RUÍZ CORTÍNEZ,1,TECPATÁN,ADOLFO RUIZ CORTINES,"UNIDAD MÓVIL
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA018385,CARAVANA TIPO 0 POCOLTÓN,2,LARRÁINZAR,POCOLTÓN,"UNIDAD MÓVIL
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA018390,CARAVANA TIPO 1 MEONHO,2,LARRÁINZAR,MEHONO,"UNIDAD MÓVIL
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA018402,CARAVANA TIPO 0 LOQU'IB-JÁ,9,CHILÓN,LOQU'IB-JÁ,"UNIDAD MÓVIL
",disur,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA018414,LAS MARGARITAS,3,LAS MARGARITAS,LAS MARGARITAS,"URBANO DE 07 NÚCLEOS BÁSICOS
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA018426,VERACRUZ,3,LAS MARGARITAS,VERACRUZ,"RURAL DE 01 NÚCLEO BÁSICO
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
CSSSA018431,CESSA SAN LUCAS,1,SAN LUCAS,SAN LUCAS,"CENTROS DE SALUD CON SERVICIOS AMPLIADOS
",exfarma,1,NULL,NULL,NULL,NULL,DR. LUIS JOSÉ MANCILLA VELAZQUEZ,NULL
